"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 06 09:30:42 GMT 2024","Wed Mar 06 09:30:45 GMT 2024","2205","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverNewOrderAndStatusRemains","shouldNotBePossibleToDeliverNewOrderAndStatusRemains()",""
"passed","Wed Mar 06 09:30:27 GMT 2024","Wed Mar 06 09:30:27 GMT 2024","355","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [1] email=test@gmail, message=Email format is not valid",""
"passed","Wed Mar 06 09:30:24 GMT 2024","Wed Mar 06 09:30:27 GMT 2024","3228","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","statusShouldBeChangedFromNewToSucceededToDelivered","statusShouldBeChangedFromNewToSucceededToDelivered()",""
"passed","Wed Mar 06 09:30:17 GMT 2024","Wed Mar 06 09:30:26 GMT 2024","8788","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithExistingEmail","cannotCreateCustomerWithExistingEmail()",""
"passed","Wed Mar 06 09:30:38 GMT 2024","Wed Mar 06 09:30:40 GMT 2024","1168","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","statusShouldBeChangedFromNewToFailedToSucceeded","statusShouldBeChangedFromNewToFailedToSucceeded()",""
"passed","Wed Mar 06 09:30:40 GMT 2024","Wed Mar 06 09:30:42 GMT 2024","2847","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToPayForPaidOrderAndStatusRemains","shouldNotBePossibleToPayForPaidOrderAndStatusRemains()",""
"passed","Wed Mar 06 09:30:26 GMT 2024","Wed Mar 06 09:30:27 GMT 2024","798","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithEmptyFields","cannotCreateCustomerWithEmptyFields()",""
"passed","Wed Mar 06 09:30:33 GMT 2024","Wed Mar 06 09:30:36 GMT 2024","3016","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains()",""
"passed","Wed Mar 06 09:30:36 GMT 2024","Wed Mar 06 09:30:37 GMT 2024","1782","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Wed Mar 06 09:30:29 GMT 2024","Wed Mar 06 09:30:33 GMT 2024","3121","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","orderTransactionIdShouldBeSetAfterPaymentSucceeded","orderTransactionIdShouldBeSetAfterPaymentSucceeded()",""
"passed","Wed Mar 06 09:30:17 GMT 2024","Wed Mar 06 09:30:24 GMT 2024","6945","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Wed Mar 06 09:30:26 GMT 2024","Wed Mar 06 09:30:26 GMT 2024","569","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","newCustomerCreatedWithValidDetails","newCustomerCreatedWithValidDetails()",""
"passed","Wed Mar 06 09:30:28 GMT 2024","Wed Mar 06 09:30:28 GMT 2024","616","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [3] email=test@123.com, message=Email address is not valid",""
"passed","Wed Mar 06 09:30:27 GMT 2024","Wed Mar 06 09:30:28 GMT 2024","309","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [2] email=test@mailinator.com, message=Email address is disposable",""
"passed","Wed Mar 06 09:30:37 GMT 2024","Wed Mar 06 09:30:38 GMT 2024","976","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToCreateOrderWithDuplicateProducts","shouldNotBePossibleToCreateOrderWithDuplicateProducts()",""
"passed","Wed Mar 06 09:30:27 GMT 2024","Wed Mar 06 09:30:29 GMT 2024","2250","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains()",""
