"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 12 11:25:27 GMT 2024","Tue Mar 12 11:25:30 GMT 2024","2191","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverNewOrderAndStatusRemains","shouldNotBePossibleToDeliverNewOrderAndStatusRemains()",""
"passed","Tue Mar 12 11:25:11 GMT 2024","Tue Mar 12 11:25:15 GMT 2024","3834","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","orderTransactionIdShouldBeSetAfterPaymentSucceeded","orderTransactionIdShouldBeSetAfterPaymentSucceeded()",""
"passed","Tue Mar 12 11:25:11 GMT 2024","Tue Mar 12 11:25:11 GMT 2024","905","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","DS_T4_cannotCreateCustomerWithEmptyFields","DS_T4_cannotCreateCustomerWithEmptyFields()",""
"passed","Tue Mar 12 11:25:18 GMT 2024","Tue Mar 12 11:25:20 GMT 2024","1827","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Tue Mar 12 11:25:15 GMT 2024","Tue Mar 12 11:25:18 GMT 2024","3111","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains()",""
"passed","Tue Mar 12 11:25:12 GMT 2024","Tue Mar 12 11:25:13 GMT 2024","667","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [3] email=test@123.com, message=Email address is not valid",""
"passed","Tue Mar 12 11:25:12 GMT 2024","Tue Mar 12 11:25:12 GMT 2024","346","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [1] email=test@gmail, message=Email format is not valid",""
"passed","Tue Mar 12 11:25:01 GMT 2024","Tue Mar 12 11:25:10 GMT 2024","9006","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithExistingEmail","cannotCreateCustomerWithExistingEmail()",""
"passed","Tue Mar 12 11:25:22 GMT 2024","Tue Mar 12 11:25:24 GMT 2024","2069","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","DS_T1_statusShouldBeChangedFromNewToSucceededToDelivered","DS_T1_statusShouldBeChangedFromNewToSucceededToDelivered()",""
"passed","Tue Mar 12 11:25:12 GMT 2024","Tue Mar 12 11:25:12 GMT 2024","320","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [2] email=test@mailinator.com, message=Email address is disposable",""
"passed","Tue Mar 12 11:25:24 GMT 2024","Tue Mar 12 11:25:27 GMT 2024","2889","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToPayForPaidOrderAndStatusRemains","shouldNotBePossibleToPayForPaidOrderAndStatusRemains()",""
"passed","Tue Mar 12 11:25:10 GMT 2024","Tue Mar 12 11:25:11 GMT 2024","585","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","DS_T3_newCustomerCreatedWithValidDetails","DS_T3_newCustomerCreatedWithValidDetails()",""
"passed","Tue Mar 12 11:25:20 GMT 2024","Tue Mar 12 11:25:21 GMT 2024","1012","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToCreateOrderWithDuplicateProducts","shouldNotBePossibleToCreateOrderWithDuplicateProducts()",""
"passed","Tue Mar 12 11:25:21 GMT 2024","Tue Mar 12 11:25:22 GMT 2024","1192","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","DS_T2_statusShouldBeChangedFromNewToFailedToSucceeded","DS_T2_statusShouldBeChangedFromNewToFailedToSucceeded()",""
"passed","Tue Mar 12 11:25:01 GMT 2024","Tue Mar 12 11:25:09 GMT 2024","7578","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Tue Mar 12 11:25:09 GMT 2024","Tue Mar 12 11:25:11 GMT 2024","2637","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains()",""
