"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 16:26:28 GMT 2024","Wed Jan 24 16:26:29 GMT 2024","973","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToCreateOrderWithDuplicateProducts","shouldNotBePossibleToCreateOrderWithDuplicateProducts()",""
"passed","Wed Jan 24 16:26:08 GMT 2024","Wed Jan 24 16:26:14 GMT 2024","6480","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Wed Jan 24 16:26:17 GMT 2024","Wed Jan 24 16:26:17 GMT 2024","794","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithEmptyFields","cannotCreateCustomerWithEmptyFields()",""
"passed","Wed Jan 24 16:26:17 GMT 2024","Wed Jan 24 16:26:18 GMT 2024","333","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [1] email=test@gmail, message=Email format is not valid",""
"passed","Wed Jan 24 16:26:16 GMT 2024","Wed Jan 24 16:26:17 GMT 2024","617","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","newCustomerCreatedWithValidDetails","newCustomerCreatedWithValidDetails()",""
"passed","Wed Jan 24 16:26:23 GMT 2024","Wed Jan 24 16:26:26 GMT 2024","3025","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains()",""
"passed","Wed Jan 24 16:26:30 GMT 2024","Wed Jan 24 16:26:33 GMT 2024","2851","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToPayForPaidOrderAndStatusRemains","shouldNotBePossibleToPayForPaidOrderAndStatusRemains()",""
"passed","Wed Jan 24 16:26:18 GMT 2024","Wed Jan 24 16:26:20 GMT 2024","2207","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains()",""
"passed","Wed Jan 24 16:26:14 GMT 2024","Wed Jan 24 16:26:18 GMT 2024","3246","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","statusShouldBeChangedFromNewToSucceededToDelivered","statusShouldBeChangedFromNewToSucceededToDelivered()",""
"passed","Wed Jan 24 16:26:26 GMT 2024","Wed Jan 24 16:26:28 GMT 2024","1764","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Wed Jan 24 16:26:18 GMT 2024","Wed Jan 24 16:26:19 GMT 2024","592","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [3] email=test@123.com, message=Email address is not valid",""
"passed","Wed Jan 24 16:26:20 GMT 2024","Wed Jan 24 16:26:23 GMT 2024","3191","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","orderTransactionIdShouldBeSetAfterPaymentSucceeded","orderTransactionIdShouldBeSetAfterPaymentSucceeded()",""
"passed","Wed Jan 24 16:26:29 GMT 2024","Wed Jan 24 16:26:30 GMT 2024","1139","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","statusShouldBeChangedFromNewToFailedToSucceeded","statusShouldBeChangedFromNewToFailedToSucceeded()",""
"passed","Wed Jan 24 16:26:08 GMT 2024","Wed Jan 24 16:26:16 GMT 2024","8118","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithExistingEmail","cannotCreateCustomerWithExistingEmail()",""
"passed","Wed Jan 24 16:26:33 GMT 2024","Wed Jan 24 16:26:35 GMT 2024","2209","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverNewOrderAndStatusRemains","shouldNotBePossibleToDeliverNewOrderAndStatusRemains()",""
"passed","Wed Jan 24 16:26:18 GMT 2024","Wed Jan 24 16:26:18 GMT 2024","309","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [2] email=test@mailinator.com, message=Email address is disposable",""
