"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 21:48:22 GMT 2024","Wed Feb 21 21:48:23 GMT 2024","614","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","newCustomerCreatedWithValidDetails","newCustomerCreatedWithValidDetails()",""
"passed","Wed Feb 21 21:48:34 GMT 2024","Wed Feb 21 21:48:35 GMT 2024","951","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToCreateOrderWithDuplicateProducts","shouldNotBePossibleToCreateOrderWithDuplicateProducts()",""
"passed","Wed Feb 21 21:48:24 GMT 2024","Wed Feb 21 21:48:25 GMT 2024","634","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [3] email=test@123.com, message=Email address is not valid",""
"passed","Wed Feb 21 21:48:24 GMT 2024","Wed Feb 21 21:48:24 GMT 2024","328","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [2] email=test@mailinator.com, message=Email address is disposable",""
"passed","Wed Feb 21 21:48:36 GMT 2024","Wed Feb 21 21:48:39 GMT 2024","2775","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToPayForPaidOrderAndStatusRemains","shouldNotBePossibleToPayForPaidOrderAndStatusRemains()",""
"passed","Wed Feb 21 21:48:35 GMT 2024","Wed Feb 21 21:48:36 GMT 2024","1127","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","statusShouldBeChangedFromNewToFailedToSucceeded","statusShouldBeChangedFromNewToFailedToSucceeded()",""
"passed","Wed Feb 21 21:48:24 GMT 2024","Wed Feb 21 21:48:26 GMT 2024","2189","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains()",""
"passed","Wed Feb 21 21:48:21 GMT 2024","Wed Feb 21 21:48:24 GMT 2024","3221","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","statusShouldBeChangedFromNewToSucceededToDelivered","statusShouldBeChangedFromNewToSucceededToDelivered()",""
"passed","Wed Feb 21 21:48:13 GMT 2024","Wed Feb 21 21:48:20 GMT 2024","6834","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Wed Feb 21 21:48:26 GMT 2024","Wed Feb 21 21:48:29 GMT 2024","3018","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","orderTransactionIdShouldBeSetAfterPaymentSucceeded","orderTransactionIdShouldBeSetAfterPaymentSucceeded()",""
"passed","Wed Feb 21 21:48:39 GMT 2024","Wed Feb 21 21:48:41 GMT 2024","2128","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverNewOrderAndStatusRemains","shouldNotBePossibleToDeliverNewOrderAndStatusRemains()",""
"passed","Wed Feb 21 21:48:32 GMT 2024","Wed Feb 21 21:48:34 GMT 2024","1751","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Wed Feb 21 21:48:23 GMT 2024","Wed Feb 21 21:48:24 GMT 2024","322","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [1] email=test@gmail, message=Email format is not valid",""
"passed","Wed Feb 21 21:48:29 GMT 2024","Wed Feb 21 21:48:32 GMT 2024","2948","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains()",""
"passed","Wed Feb 21 21:48:23 GMT 2024","Wed Feb 21 21:48:23 GMT 2024","801","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithEmptyFields","cannotCreateCustomerWithEmptyFields()",""
"passed","Wed Feb 21 21:48:13 GMT 2024","Wed Feb 21 21:48:22 GMT 2024","8415","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithExistingEmail","cannotCreateCustomerWithExistingEmail()",""
