"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 15:27:03 GMT 2024","Sun Jan 21 15:27:11 GMT 2024","8277","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithExistingEmail","cannotCreateCustomerWithExistingEmail()",""
"failed","Sun Jan 21 15:27:14 GMT 2024","Sun Jan 21 15:27:16 GMT 2024","1813","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderItemPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Sun Jan 21 15:27:32 GMT 2024","Sun Jan 21 15:27:33 GMT 2024","1299","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","statusShouldBeChangedFromNewToFailedToSucceeded","statusShouldBeChangedFromNewToFailedToSucceeded()",""
"passed","Sun Jan 21 15:27:31 GMT 2024","Sun Jan 21 15:27:32 GMT 2024","1119","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToCreateOrderWithDuplicateProducts","shouldNotBePossibleToCreateOrderWithDuplicateProducts()",""
"passed","Sun Jan 21 15:27:13 GMT 2024","Sun Jan 21 15:27:13 GMT 2024","354","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [1] email=test@gmail, message=Email format is not valid",""
"passed","Sun Jan 21 15:27:14 GMT 2024","Sun Jan 21 15:27:14 GMT 2024","640","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [3] email=test@123.com, message=Email address is not valid",""
"passed","Sun Jan 21 15:27:33 GMT 2024","Sun Jan 21 15:27:36 GMT 2024","3275","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToPayForPaidOrderAndStatusRemains","shouldNotBePossibleToPayForPaidOrderAndStatusRemains()",""
"failed","Sun Jan 21 15:27:29 GMT 2024","Sun Jan 21 15:27:31 GMT 2024","2047","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly","totalOrderPriceAndNumberOfProductsShouldBeCalculatedProperly()",""
"passed","Sun Jan 21 15:27:19 GMT 2024","Sun Jan 21 15:27:22 GMT 2024","2478","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains","shouldNotBePossibleToDeliverOrPayForDeliveredOrderAndStatusRemains()",""
"passed","Sun Jan 21 15:27:11 GMT 2024","Sun Jan 21 15:27:12 GMT 2024","792","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","newCustomerCreatedWithValidDetails","newCustomerCreatedWithValidDetails()",""
"passed","Sun Jan 21 15:27:25 GMT 2024","Sun Jan 21 15:27:29 GMT 2024","3417","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains","shouldNotBePossibleToDeliverFailedOrderAndStatusRemains()",""
"passed","Sun Jan 21 15:27:12 GMT 2024","Sun Jan 21 15:27:13 GMT 2024","879","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithEmptyFields","cannotCreateCustomerWithEmptyFields()",""
"passed","Sun Jan 21 15:27:22 GMT 2024","Sun Jan 21 15:27:25 GMT 2024","3502","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","orderTransactionIdShouldBeSetAfterPaymentSucceeded","orderTransactionIdShouldBeSetAfterPaymentSucceeded()",""
"passed","Sun Jan 21 15:27:16 GMT 2024","Sun Jan 21 15:27:19 GMT 2024","3239","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","statusShouldBeChangedFromNewToSucceededToDelivered","statusShouldBeChangedFromNewToSucceededToDelivered()",""
"passed","Sun Jan 21 15:27:13 GMT 2024","Sun Jan 21 15:27:14 GMT 2024","336","","com.demo.shop.tests.e2e.CustomerTests","","com.demo.shop.tests.e2e.CustomerTests","cannotCreateCustomerWithInvalidEmail","cannotCreateCustomerWithInvalidEmail(String, String) [2] email=test@mailinator.com, message=Email address is disposable",""
"passed","Sun Jan 21 15:27:36 GMT 2024","Sun Jan 21 15:27:39 GMT 2024","2466","","com.demo.shop.tests.e2e.OrderTests","","com.demo.shop.tests.e2e.OrderTests","shouldNotBePossibleToDeliverNewOrderAndStatusRemains","shouldNotBePossibleToDeliverNewOrderAndStatusRemains()",""
